seed,method,variant,r2,mse,ev,spearman,hr_frac,target
0,rl_matched,counts_plus_lr,0.15648553569974183,6.418977932169433,0.14428015632415814,0.5256868131868132,0.16876220703125,pc_cons
0,rl_matched,countsall_plus_lr,0.15648553569974183,6.418977932169433,0.14428015632415814,0.5256868131868132,0.16876220703125,pc_cons
0,rl_matched,counts_only,0.03891080909517476,0.575418671012409,-0.03462390574126828,0.36519800804923813,0.16876220703125,log_pc_cons
0,rl_matched,counts_plus_lr,0.3696097874902238,0.35469526713263955,0.36652107076088747,0.6334706959706958,0.16876220703125,log_pc_cons
0,rl_matched,countsall_plus_lr,0.3696097874902238,0.35469526713263955,0.36652107076088747,0.6334706959706958,0.16876220703125,log_pc_cons
1,no_dropping,counts_only,0.15446683087596283,2.3032908085235118,0.04950749828314127,0.45403339030309303,1.0,pc_cons
1,no_dropping,counts_plus_lr,0.3180988914615285,1.8889420388420048,0.2641345362871774,0.5429945054945055,1.0,pc_cons
1,no_dropping,countsall_plus_lr,0.3180988914615285,1.8889420388420048,0.2641345362871774,0.5429945054945055,1.0,pc_cons
1,fixed_center,counts_only,0.004144725722497512,2.677887303586867,-0.16176726857888113,0.09507690613619373,0.171875,pc_cons
1,fixed_center,counts_plus_lr,0.36526541510871113,1.6128785713928915,0.34553605905375495,0.4991758241758241,0.171875,pc_cons
1,fixed_center,countsall_plus_lr,0.36526541510871113,1.6128785713928915,0.34553605905375495,0.4991758241758241,0.171875,pc_cons
1,random,counts_only,0.06544007609863974,2.172208090954076,0.060626882363561285,-0.10817763959353066,0.171875,pc_cons
1,random,counts_plus_lr,0.3501276376256262,1.6855767133553443,0.31756364734183495,0.48992673992673985,0.171875,pc_cons
1,random,countsall_plus_lr,0.3501276376256262,1.6855767133553443,0.31756364734183495,0.48992673992673985,0.171875,pc_cons
1,stochastic,counts_only,0.0201029568950166,2.5522625359901627,-0.09620086669934191,-0.17680734841587037,0.171875,pc_cons
1,stochastic,counts_plus_lr,0.37975667618205916,1.5826515932024257,0.3586254781257372,0.4915750915750915,0.171875,pc_cons
1,stochastic,countsall_plus_lr,0.37975667618205916,1.5826515932024257,0.3586254781257372,0.4915750915750915,0.171875,pc_cons
1,green_tiles,counts_only,0.0027115268060794386,2.6677668797278518,-0.15341371070785126,0.09562066307955587,0.171875,pc_cons
1,green_tiles,counts_plus_lr,0.3310475326115095,1.7129784447843555,0.3000146459873505,0.47142857142857136,0.171875,pc_cons
1,green_tiles,countsall_plus_lr,0.3310475326115095,1.7129784447843555,0.3000146459873505,0.47142857142857136,0.171875,pc_cons
1,counts_pred,counts_only,0.009256226499617591,3.5396567558637053,-0.5347920636762471,-0.09586971801495021,0.171875,pc_cons
1,counts_pred,counts_plus_lr,0.38738494343562824,1.5785274914832117,0.36483910897162564,0.5251831501831501,0.171875,pc_cons
1,counts_pred,countsall_plus_lr,0.38738494343562824,1.5785274914832117,0.36483910897162564,0.5251831501831501,0.171875,pc_cons
1,rl,counts_only,0.026454683148927956,3.706788343010534,-0.5693395305142965,0.3629566966475144,0.1724853515625,pc_cons
1,rl,counts_plus_lr,0.33692873348034486,1.728301471093575,0.3072316552530122,0.5058608058608058,0.1724853515625,pc_cons
